NODE,X,Y,_PROJECT,_Comment,
12731,552750,4182267,net_update,; MUNI P LINE 3rd & Mission  Station Node,
12733,552507,4182407,net_update,; Third and Market Station Node,
12734,552507,4182399,net_update,; Third and Market Access Node,
12735,552236,4182429,net_update,; Union Square Station Node,
12736,552240,4182418,net_update,; Union Square Access Node,
12737,552516,4183053,net_update,; MUNI P LINE Kearny & Sacramento Station Node,
12739,552512,4183175,net_update,; Clay & Stockton Station,
12740,552512,4183800,net_update,; Clay & Access Node,
12790,598933,4133018,net_update,;SCVTA LRT Santa Clara St@7th PNR Node,
12791,599412,4133366,net_update,;SCVTA LRT Santa Clara St@13th PNR Node,
12792,600370,4134002,net_update,;SCVTA LRT Santa Clara St@24th PNR Node,
12793,601483,4134580,net_update,;SCVTA LRT Alum Rock @King PNR Node,
12794,602502,4135247,net_update,;SCVTA LRT Alum Rock @Jackson Ave PNR Node,
12795,603987,4134403,net_update,;SCVTA LRT Story PNR Node,
12796,604629,4133200,net_update,;SCVTA LRT Ocala PNR Node,
12798,605561,4131396,net_update,;SCVTA LRT Eastridge PNR Node,
12838,559777,4204513,net_update,; Richmond PNR: I-80 @ Richmond Parkway,
12875,588521,4245380,net_update,; Vacaville Davis street park and ride lot,
12876,559413,4151901,net_update,; Crystal Springs Reservoir PNR: Hwy 92 @ Ralston,
12877,567812,4150144,net_update,; Redwood City PNR: US 101 @ Whipple,
12878,575861,4142067,net_update,; Palo Alto PNR: Oregon Expwy @ El Camino Real,
12879,553141,4171060,net_update,; Brisbane PNR: Bayshore Blvd. @ Tunnel Ave.,
12880,542891,4194643,net_update,; Mill Valley PNR: Strawberry @ Seminary,
12881,525179,4242474,net_update,; Cotati PNR: Old Redwood Highway & St. Josephs,
12882,533322,4231899,net_update,; Petaluma PNR: US101 & Rte 116 @ Lakeville,
12883,511154,4274159,net_update,; Healdsburg PNR: Healdsburg Ave. @ Grant Ave.,
12884,602550,4256041,net_update,; Dixon B St. & Jefferson St.,
12885,607574,4172539,net_update,; Livermore PNR: Portola & P St.,
12886,588831,4185495,net_update,; Danville PNR: Sycamore Valley @ I-680,
12887,601107,4256953,net_update,; Dixon: Market Ln & Pitt School,
12889,545149,4188930,net_update,; Sausalito Spencer Ave. PNR,
13098,592568,4154554,net_update,; IRVINGTON BART Walk Access Node,
13654,553167,4182613,net_update,; CALTRAIN TRANSBAY TERMINAL STATION,
13747,553409,4181553,net_update,; MUNI P LINE 3rd and Brannan Walk Access Node,
13749,553001,4181999,net_update,; MUNI P LINE 3rd & Folsom  Walk Access Node,
13751,552751,4182237,net_update,; MUNI P LINE 3rd & Mission  Walk Access Node,
13753,552624,4182416,net_update,; MUNI P LINE Market & Geary Walk Access Node,
13755,552588,4182628,net_update,; MUNI P LINE Kearny & Sutter Walk Access Node,
13757,552516,4183023,net_update,; MUNI P LINE Kearny & Sacramento Walk Access Node,
13782,600986,4138377,net_update,; SCVTA LRT   Berryessa Station Node,
13789,592600,4140776,net_update,; SCVTA LRT Champion Station node,
13790,598933,4133049,net_update,;SCVTA LRT Santa Clara St@7th Station Node,
13791,599411,4133397,net_update,;SCVTA LRT Santa Clara St@13th Station Node,
13792,600371,4133971,net_update,;SCVTA LRT Santa Clara St@24th Station Node,
13793,601452,4134579,net_update,;SCVTA LRT Alum Rock @King Station Node,
13794,602532,4135248,net_update,;SCVTA LRT Alum Rock @Jackson Ave Station Node,
13795,603986,4134433,net_update,;SCVTA LRT Story Station Node,
13796,604628,4133231,net_update,;SCVTA LRT Ocala Station Node,
13798,605560,4131426,net_update,;SCVTA LRT Eastridge Station Node,
13800,595200,4141110,net_update,; Cisco Way Station Node,
13801,595210,4141115,net_update,; Cisco Way Access Node,
13805,586165,4140160,net_update,; Moffett Park VTA LRT Station Node,
13806,586170,4140165,net_update,; Moffett Park VTA LRT Access Node,
13807,586160,4140155,net_update,; Moffett Park VTA LRT PNR,
14202,597960,4140949,net_update,; MILPITAS CAPITAL/MONTAGUE BART Station Node,
14228,593732,4134892,net_update,; SANTA CLARA BART PNR Node,
14235,592840,4208205,net_update,; Pittsburg/Bay Point eBART Station,
14245,597492,4208263,net_update,; Railroad Ave. eBART Station,
14246,597495,4208265,net_update,; Railroad Ave. eBART access Node,
14247,597490,4208260,net_update,; Railroad Ave. eBART PNR,
14454,553198,4182614,net_update,; CALTRAIN TRANSBAY TERMINAL Walk Access Node,
14642,593705,4134828,net_update,; ACE Santa Clara Station Node,
14790,598902,4133048,net_update,;SCVTA LRT Santa Clara St@7th Walk Access Node,
14791,599442,4133398,net_update,;SCVTA LRT Santa Clara St@13th Walk Access Node,
14792,600402,4133972,net_update,;SCVTA LRT Santa Clara St@24th Walk Access Node,
14793,601452,4134610,net_update,;SCVTA LRT Alum Rock @King Walk Access Node,
14794,602531,4135278,net_update,;SCVTA LRT Alum Rock @Jackson Ave Walk Access Node,
14795,604017,4134434,net_update,;SCVTA LRT Story Walk Access Node,
14796,604659,4133232,net_update,;SCVTA LRT Ocala Walk Access Node,
14798,605591,4131427,net_update,;SCVTA LRT Eastridge Walk Access Node,
14842,593700,4134858,net_update,; ACE Santa Clara PNR Access Node,
14942,593710,4134799,net_update,; ACE Santa Clara Walk Access Node,
15549,592569,4154523,net_update,; IRVINGTON BART; SUPPORT NODES FOR BART TO SAN JOSE,
15590,593700,4134795,net_update,; Downtown Santa Clara VTA LRT station node,
15591,593710,4134790,net_update,; Downtown Santa Clara VTA LRT access node,
15592,593715,4134785,net_update,; Downtown Santa Clara VTA LRT PNR,
15593,591765,4124280,net_update,; Vasona VTA LRT Access Node,
15594,591750,4124290,net_update,; Vasona VTA LRT PNR,
15595,592121,4124393,net_update,;SCVTA LRT Hacienda Walk Access Node,
15731,563839,4207654,net_update,; Hercules PNR: San Pablo & John Muir,
15735,586889,4160561,net_update,; Union City DB Rail Station,
15736,586873,4160617,net_update,; Union City DB Rail Station PNR,
15737,586889,4160561,net_update,; Union City DB Rail Station Access Node,
15740,585318,4154515,net_update,; Newark DB Rail Station,
15741,585280,4154562,net_update,; Newark DB Rail Station PNR,
15742,585361,4154588,net_update,; Newark DB Rail Station Access Node,
15745,574136,4148491,net_update,; Chilco Rd DB Rail Station,
15746,574157,4148551,net_update,; Chilco Rd DB Rail Station PNR,
15747,574239,4148497,net_update,; Chilco Rd DB Rail Station Access Node,
15750,587646,4157339,net_update,; Fremont DB Rail Station,
15751,587721,4157339,net_update,; Fremont DB Rail Station PNR,
15752,587669,4157381,net_update,; Fremont DB Rail Station Access Node,
15812,525886,4244333,net_update,; New Rohnert Park SMART station (Off State Farm Dr.),
15813,525880,4244340,net_update,; New Rohnert Park SMART Access Node (Off State Farm Dr.),
15814,525890,4244350,net_update,; New Rohnert Park SMART PNR (Off State Farm Dr.),
15870,518554,4262453,net_update,; Airport Blvd SMART Station,
15872,518557,4262460,net_update,; Airport Blvd SMART access node,
15873,518540,4262470,net_update,; Airport Blvd SMART PNR,
15989,612541,4206257,net_update,; Oakley PNR,
15999,560079,4241762,net_update,; Trancas Intermodal PNR,
16000,553260,4176870,net_update,; Oakdale Caltrain Station,
16005,553250,4176875,net_update,; Oakdale Access station,
16010,597487,4207968,net_update,; Pittsburg PNR,
16015,619420,4192261,net_update,; Byron PNR,
16202,597870,4140750,net_update,; Milpitas-Capitol/Montague BART station,
16203,599780,4136845,net_update,; Berryessa BART station,
16204,600245,4134560,net_update,; Alum Rock BART station,
16205,598795,4132855,net_update,; San Jose State BART station,
16206,598580,4132730,net_update,; San Jose Transit Mall BART station,
16207,597425,4131750,net_update,; San Jose Diridon BART station,
16208,593560,4134890,net_update,; Santa Clara BART station,
16212,597880,4140745,net_update,; Milpitas-Capitol/Montague BART station Access Node,
16213,599775,4136850,net_update,; Berryessa BART station Access Node,
16214,600250,4134565,net_update,; Alum Rock BART station Access Node,
16215,598790,4132850,net_update,; San Jose State BART station Access Node,
16216,598575,4132725,net_update,; San Jose Transit Mall BART station Access Node,
16217,597430,4131745,net_update,; San Jose Diridon BART station Access Node,
16218,593565,4134895,net_update,; Santa Clara BART station Access Node,
16222,597875,4140755,net_update,; Milpitas-Capitol/Montague BART station PNR,
16223,599785,4136840,net_update,; Berryessa BART station PNR,
16224,600240,4134555,net_update,; Alum Rock BART station PNR,
16225,599089,4132901,net_update,; SAN JOSE UNIV BART PNR Node,
16226,598454,4132701,net_update,; SAN JOSE TRANSIT MALL BART PNR Node,
16227,597415,4131755,net_update,; San Jose Diridon BART station PNR,
16228,593555,4134885,net_update,; Santa Clara BART station PNR,
16300,538270,4217583,net_update,; Delong Ave. Bus Pad,
16305,542085,4212215,net_update,; Hamilton Theater PNR,
16310,541670,4200070,net_update,; Greenbrae PNR's,
16315,541465,4204525,net_update,; San Rafael: Lincoln & Prospect PNR,
16320,542075,4202785,net_update,; San Rafael: Hetherton & Irwin PNR,
16325,541285,4197715,net_update,; Corte Madera: Redwwod & Montecito PNR,
16500,581312,4205476,net_update,; Pacheco Blvd. Transit Hub PNR,
16979,590583,4245587,net_update,; Vacaville Intermodal Station,
17000,590403,4246099,net_update,; Vacaville Transportation Center,
17010,576394,4213746,net_update,; Benicia Bus Hub,
17020,564200,4207516,net_update,; Hercules Transit Center,
17030,542341,4199775,net_update,; Greenbrae Sir Francis Drake Blvd at Drakes Lading Office Park,
17035,540720,4194535,net_update,; Mill Valley: Miller Ave at Evergreen Ave,
17040,534410,4230785,net_update,; Petaluma: South Petaluma Blvd at Hwy 101,
