HighwayLayerLogX,"E:\GitHub\TM1_2015_Base_Network\hwy\freeflow.net",5,81,2/26/2025 2:41:45 PM
Node,N,X,Y,GGFARE,PROJ[1]
Link,A,B,DISTANCE,SPDCLASS,CAPCLASS,LANES,TSIN,GL,USE,OT,CAP,AT,FT,SIGCOR,TOS,AUX,YEAR,FFS,FFT,FT2000,ROUTENUM,HOT,TOLLCLASS,STATE,CITYID,CITYNAME[33],REGFREIGHT,BRT,TOLLEA_DA,TOLLEA_S2,TOLLEA_S3,TOLLEA_VSM,TOLLEA_SML,TOLLEA_MED,TOLLEA_LRG,TOLLAM_DA,TOLLAM_S2,TOLLAM_S3,TOLLAM_VSM,TOLLAM_SML,TOLLAM_MED,TOLLAM_LRG,TOLLMD_DA,TOLLMD_S2,TOLLMD_S3,TOLLMD_VSM,TOLLMD_SML,TOLLMD_MED,TOLLMD_LRG,TOLLPM_DA,TOLLPM_S2,TOLLPM_S3,TOLLPM_VSM,TOLLPM_SML,TOLLPM_MED,TOLLPM_LRG,TOLLEV_DA,TOLLEV_S2,TOLLEV_S3,TOLLEV_VSM,TOLLEV_SML,TOLLEV_MED,TOLLEV_LRG,ROUTEDIR[1],PROJ[1],AUTOOPC,SMTROPC,LRTROPC,BUSOPC,VOT,TRUCKVOT,SR2COSTSHARE,SR3COSTSHARE,TRKPCE,FIRSTVALUE,OWNEDAV_ZPV_FAC,TNC_ZPV_FACTOR,MEANS_BASED_TOL,TOLL_FLAT,AV_PCE,HOVXPEN
L,A,0,6582,20530,0.06579,37,37,2,0,2,1,0,1000,3,7,0,0,0,0,30,1.48,7,0,0,0,0,147,"South San Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",13.73,27.46,41.19,41.19,15,30,1.75,2.5,2,31,0,0,1,0,1,0
L,A,0,20530,6582,0.06579,37,37,2,0,2,1,0,1000,3,7,0,0,0,0,30,1.48,7,0,0,0,0,147,"South San Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",13.73,27.46,41.19,41.19,15,30,1.75,2.5,2,31,0,0,1,0,1,0
L,D,1,6582,6591,0.74,37,37,2,0,2,1,0,1000,3,7,0,0,0,0,30,1.48,7,0,0,0,0,147,"South San Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",13.73,27.46,41.19,41.19,15,30,1.75,2.5,2,31,0,0,1,0,1,0
L,D,1,6591,6582,0.74,37,37,2,0,2,1,0,1000,3,7,0,0,0,0,30,1.48,7,0,0,0,0,147,"South San Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",13.73,27.46,41.19,41.19,15,30,1.75,2.5,2,31,0,0,1,0,1,0
L,A,1,20530,6591,0.53698,37,37,2,0,2,1,0,1000,3,7,0,0,0,0,30,1.48,7,0,0,0,0,147,"South San Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",13.73,27.46,41.19,41.19,15,30,1.75,2.5,2,31,0,0,1,0,1,0
L,A,1,6591,20530,0.53698,37,37,2,0,2,1,0,1000,3,7,0,0,0,0,30,1.48,7,0,0,0,0,147,"South San Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",13.73,27.46,41.19,41.19,15,30,1.75,2.5,2,31,0,0,1,0,1,0
L,D,2,20530,20531,0.18821,34,34,2,0,2,1,0,700,3,4,0,0,0,0,25,0.45171,4,0,0,0,0,147,"South San Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",13.73,27.46,41.19,41.19,15,30,1.75,2.5,2,31,0,0,1,0,1,0
L,D,2,20531,20530,0.18821,34,34,2,0,2,1,0,700,3,4,0,0,0,0,25,0.45171,4,0,0,0,0,147,"South San Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",13.73,27.46,41.19,41.19,15,30,1.75,2.5,2,31,0,0,1,0,1,0
L,D,0,20531,20532,0.12569,34,34,2,0,2,1,0,700,3,4,0,0,0,0,25,0.30165,4,0,0,0,0,147,"South San Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",13.73,27.46,41.19,41.19,15,30,1.75,2.5,2,31,0,0,1,0,1,0
L,D,0,20532,20531,0.12569,34,34,2,0,2,1,0,700,3,4,0,0,0,0,25,0.30165,4,0,0,0,0,147,"South San Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",13.73,27.46,41.19,41.19,15,30,1.75,2.5,2,31,0,0,1,0,1,0
