HighwayLayerLogX,"M:\Application\Model One\Networks\TM1_2015_Base_Network\hwy\freeflow.net",4,64,1/15/2019 3:37:43 PM
Node,N,X,Y,GGFARE
Link,A,B,DISTANCE,SPDCLASS,CAPCLASS,LANES,TSIN,GL,USE,OT,CAP,AT,FT,SIGCOR,TOS,AUX,YEAR,FFS,FFT,FT2000,ROUTENUM,HOT,TOLLCLASS,STATE,CITYID,CITYNAME[33],REGFREIGHT,BRT,TOLLEA_DA,TOLLEA_S2,TOLLEA_S3,TOLLEA_VSM,TOLLEA_SML,TOLLEA_MED,TOLLEA_LRG,TOLLAM_DA,TOLLAM_S2,TOLLAM_S3,TOLLAM_VSM,TOLLAM_SML,TOLLAM_MED,TOLLAM_LRG,TOLLMD_DA,TOLLMD_S2,TOLLMD_S3,TOLLMD_VSM,TOLLMD_SML,TOLLMD_MED,TOLLMD_LRG,TOLLPM_DA,TOLLPM_S2,TOLLPM_S3,TOLLPM_VSM,TOLLPM_SML,TOLLPM_MED,TOLLPM_LRG,TOLLEV_DA,TOLLEV_S2,TOLLEV_S3,TOLLEV_VSM,TOLLEV_SML,TOLLEV_MED,TOLLEV_LRG,ROUTEDIR[1]
L,C,0;5436;11138;0.3167;27;27,2;0;3;1;1.0557;1000;2;7;0;0;0;0;30;0.6334;7;0;0;0;0;139;"Santa Clara";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,0;11138;5436;0.3167;27;27,2;0;3;1;1.0557;1000;2;7;0;0;0;0;30;0.6334;7;0;0;0;0;139;"Santa Clara";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,1;5679;11138;0.5944;27;27,2;0;3;1;1.9813;1000;2;7;0;0;0;0;30;1.1888;7;0;0;0;0;139;"Santa Clara";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,1;11138;5679;0.5944;27;27,2;0;3;1;1.9813;1000;2;7;0;0;0;0;30;1.1888;7;0;0;0;0;139;"Santa Clara";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,2;9251;20090;0.7;22;22,2;0;3;2;0;2100;2;2;0;0;0;0;60;0.7;2;101;0;0;1;104;"Mountain View";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N"
L,C,0;20090;9361;0.5;22;22,2;0;3;2;0;2100;2;2;0;0;0;0;60;0.5;2;101;0;0;1;104;"Mountain View";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N"
L,C,1;9361;9359;0.64;22;22,2;0;3;2;0;2100;2;2;0;0;0;0;60;0.64;2;101;0;0;1;104;"Mountain View";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N"
L,C,2;9359;20094;0.3;22;22,2;0;3;2;0;2100;2;2;0;0;0;0;60;0.3;2;101;0;0;1;104;"Mountain View";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N"
L,C,0;20094;9357;0.3;22;22,2;0;3;2;0;2100;2;2;0;0;0;0;60;0.3;2;101;0;0;1;104;"Mountain View";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N"
L,C,1;9357;9355;1.25;32;32,2;0;3;2;0;2100;3;2;0;0;0;0;60;1.25;2;101;0;0;1;186;"Palo Alto";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N"
