HighwayLayerLogX,"E:\GitHub\TM1_2015_Base_Network\hwy\freeflow.net",5,81,2/11/2025 4:02:53 PM
Node,N,X,Y,GGFARE,PROJ[1]
Link,A,B,DISTANCE,SPDCLASS,CAPCLASS,LANES,TSIN,GL,USE,OT,CAP,AT,FT,SIGCOR,TOS,AUX,YEAR,FFS,FFT,FT2000,ROUTENUM,HOT,TOLLCLASS,STATE,CITYID,CITYNAME[33],REGFREIGHT,BRT,TOLLEA_DA,TOLLEA_S2,TOLLEA_S3,TOLLEA_VSM,TOLLEA_SML,TOLLEA_MED,TOLLEA_LRG,TOLLAM_DA,TOLLAM_S2,TOLLAM_S3,TOLLAM_VSM,TOLLAM_SML,TOLLAM_MED,TOLLAM_LRG,TOLLMD_DA,TOLLMD_S2,TOLLMD_S3,TOLLMD_VSM,TOLLMD_SML,TOLLMD_MED,TOLLMD_LRG,TOLLPM_DA,TOLLPM_S2,TOLLPM_S3,TOLLPM_VSM,TOLLPM_SML,TOLLPM_MED,TOLLPM_LRG,TOLLEV_DA,TOLLEV_S2,TOLLEV_S3,TOLLEV_VSM,TOLLEV_SML,TOLLEV_MED,TOLLEV_LRG,ROUTEDIR[1],PROJ[1],AUTOOPC,SMTROPC,LRTROPC,BUSOPC,VOT,TRUCKVOT,SR2COSTSHARE,SR3COSTSHARE,TRKPCE,FIRSTVALUE,OWNEDAV_ZPV_FAC,TNC_ZPV_FACTOR,MEANS_BASED_TOL,TOLL_FLAT,AV_PCE,HOVXPEN
L,C,0;4963;4964;0.19;27;27,1;0;3;1;0;1000;2;7;0;0;0;0;30;0.38;7;0;0;0;0;131;"San Jose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L,C,0;4964;4963;0.19;27;27,1;0;3;1;0;1000;2;7;0;0;0;0;30;0.38;7;0;0;0;0;131;"San Jose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";13.73;27.46;41.19;41.19;15;30;1.75;2.5;2;31;0;0;1;0;1;0
L,C,1;4964;4965;0.19;27;27,1;0;3;1;0;1000;2;7;0;0;0;0;30;0.38;7;0;0;0;0;131;"San Jose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L,C,1;4965;4964;0.19;27;27,1;0;3;1;0;1000;2;7;0;0;0;0;30;0.38;7;0;0;0;0;131;"San Jose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";13.73;27.46;41.19;41.19;15;30;1.75;2.5;2;31;0;0;1;0;1;0
L,C,2;4965;4974;0.06;27;27,1;0;3;1;0;1000;2;7;0;0;0;0;30;0.12;7;0;0;0;0;131;"San Jose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L,C,2;4974;4965;0.06;27;27,1;0;3;1;0;1000;2;7;0;0;0;0;30;0.12;7;0;0;0;0;131;"San Jose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";13.73;27.46;41.19;41.19;15;30;1.75;2.5;2;31;0;0;1;0;1;0
L,C,0;4944;4974;0.11;27;27,1;0;3;1;0;1000;2;7;0;0;0;0;30;0.22;7;0;0;0;0;131;"San Jose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";13.73;27.46;41.19;41.19;15;30;1.75;2.5;2;31;0;0;1;0;1;0
L,C,0;4974;4944;0.11;27;27,1;0;3;1;0;1000;2;7;0;0;0;0;30;0.22;7;0;0;0;0;131;"San Jose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L,C,1;4944;4988;0.26;27;27,1;0;3;1;0;1000;2;7;0;0;0;0;30;0.52;7;0;0;0;0;131;"San Jose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L,C,1;4988;4944;0.26;27;27,1;0;3;1;0;1000;2;7;0;0;0;0;30;0.52;7;0;0;0;0;131;"San Jose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";13.73;27.46;41.19;41.19;15;30;1.75;2.5;2;31;0;0;1;0;1;0
