HighwayLayerLogX,"M:\Application\Model One\Networks\TM1_2015_Base_Network\hwy\freeflow.net",4,64,11/29/2018 6:04:35 PM
Node,N,X,Y,GGFARE
Link,A,B,DISTANCE,SPDCLASS,CAPCLASS,LANES,TSIN,GL,USE,OT,CAP,AT,FT,SIGCOR,TOS,AUX,YEAR,FFS,FFT,FT2000,ROUTENUM,HOT,TOLLCLASS,STATE,CITYID,CITYNAME[48],REGFREIGHT,BRT,TOLLEA_DA,TOLLEA_S2,TOLLEA_S3,TOLLEA_VSM,TOLLEA_SML,TOLLEA_MED,TOLLEA_LRG,TOLLAM_DA,TOLLAM_S2,TOLLAM_S3,TOLLAM_VSM,TOLLAM_SML,TOLLAM_MED,TOLLAM_LRG,TOLLMD_DA,TOLLMD_S2,TOLLMD_S3,TOLLMD_VSM,TOLLMD_SML,TOLLMD_MED,TOLLMD_LRG,TOLLPM_DA,TOLLPM_S2,TOLLPM_S3,TOLLPM_VSM,TOLLPM_SML,TOLLPM_MED,TOLLPM_LRG,TOLLEV_DA,TOLLEV_S2,TOLLEV_S3,TOLLEV_VSM,TOLLEV_SML,TOLLEV_MED,TOLLEV_LRG,ROUTEDIR[1]
N,C,0;14059,564101.14745,4184184.12066;0
L,C,1;2848;2847;0.12;7;7;2;0;4;1;0;900;0;7;0;0;0;0;20;0.36;7;0;0;0;0;110;"Oakland";0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,2;2846;2849;0.12;7;7;2;0;4;1;0;900;0;7;0;0;0;0;20;0.36;7;0;0;0;0;110;"Oakland";0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,0;2845;2846;0.08;7;7;2;0;4;1;0;900;0;7;0;0;0;0;20;0.24;7;0;0;0;0;110;"Oakland";0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,1;2847;2844;0.08;7;7;2;0;4;1;0;900;0;7;0;0;0;0;20;0.24;7;0;0;0;0;110;"Oakland";0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,2;2844;2884;0.19;7;7;2;0;4;1;0;900;0;7;0;0;0;0;20;0.57;7;0;0;0;0;110;"Oakland";0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,0;2820;2845;0.21;17;17;2;0;4;1;0;950;1;7;0;0;0;0;25;0.504;7;0;0;0;0;110;"Oakland";0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,1;2884;2883;0.1;17;17;2;0;4;1;0;950;1;7;0;0;0;0;25;0.24;7;0;0;0;0;110;"Oakland";0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,2;2819;2820;0.1;17;17;2;0;4;1;0;950;1;7;0;0;0;0;25;0.24;7;0;0;0;0;110;"Oakland";0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,0;2818;2819;0.14;17;17;2;0;4;1;0;950;1;7;0;0;0;0;25;0.336;7;0;0;0;0;110;"Oakland";0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
L,C,1;2883;2818;0.14;17;17;2;0;4;1;0;950;1;7;0;0;0;0;25;0.336;7;0;0;0;0;110;"Oakland";0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
